cod 	 tweetsemente 	 tweet 	 hashtag 	 seq-cx-alta 	 spcner_nome 	 spcner_local
259 	 Apresentei emenda à PEC da im(p)unidade para incluir possibilidade de prisão em flagrante de parlamentar quando pego em crime contra a admininstração pública, incluindo peculato, concussão e corrupção. Agora, precisamos de 171 assinaturas! 	 @marcelvanhattem Sr.Dep, só pode estar de brincadeira! EMENDA? Essa PEC é uma aberração! Uma afronta ao povo desse país que só se ferra pagando zilhões em impostos! Essa PEC tem que ser REPUDIADA, com veemência! Apresenta "Emenda"... que palhaçada de péssimo gosto! E viva o VELHO... sorry...NOVO 	 0 	 1 	 0 	 1
260 	 Apresentei emenda à PEC da im(p)unidade para incluir possibilidade de prisão em flagrante de parlamentar quando pego em crime contra a admininstração pública, incluindo peculato, concussão e corrupção. Agora, precisamos de 171 assinaturas! 	 @marcelvanhattem @joncti Vc propôs essa emenda, esperando que passe ou apenas para constar? Com a postagem do seu presidente da câmara, que até já considerou que o Dep. Daniel Silveira contrapôs à democracia, mesmo não tendo sido julgado e condenado pelo STF, espera que essa sua proposta tenha sucesso? https://t.co/uJjvgcwqEt 	 0 	 0 	 1 	 1
261 	 Defendi, há pouco, que a PEC que trata da imunidade parlamentar precisa ser melhor debatida nos foros regimentais adequados, como a Comissão de Constituição e Justiça e Comissão Especial. Sou contra a votação no dia de hoje. Não queremos que ela fortaleça a impunidade no país! https://t.co/Ey0TqBfd5K 	 @marcelvanhattem Esta PEC da impunidade é uma vergonha para o país e coloca os senhores em má situação. Sejam corretos. O STF vai agir e defender o país deste CN medíocre, fraco, parcial e corporativista. Lutem pelo que é certo. 	 0 	 0 	 0 	 1
262 	 Defendi, há pouco, que a PEC que trata da imunidade parlamentar precisa ser melhor debatida nos foros regimentais adequados, como a Comissão de Constituição e Justiça e Comissão Especial. Sou contra a votação no dia de hoje. Não queremos que ela fortaleça a impunidade no país! https://t.co/Ey0TqBfd5K 	 @marcelvanhattem Deputado, corrija, por favor, a nomenclatura descrita nos Diplomas de direito.  Onde se lê: BACHAREL Leia-se: ADVOGADO. Que se termine com a necessidade de prova da OAB, pode-se até manter a anuidade, porém, faça valer nossos diplomas. 	 0 	 1 	 0 	 1
263 	 Defendi, há pouco, que a PEC que trata da imunidade parlamentar precisa ser melhor debatida nos foros regimentais adequados, como a Comissão de Constituição e Justiça e Comissão Especial. Sou contra a votação no dia de hoje. Não queremos que ela fortaleça a impunidade no país! https://t.co/Ey0TqBfd5K 	 @marcelvanhattem Com certeza vai favorecer ainda mais a impunidade. Imunidade só deveria existir para ideias . E isso o congresso rejeitou quando votou pela prisão do Daniel. Agora imunidade ( na verdade impunidade) para roubarem a vontade querem né . Vergonha de dar ânsia de vômito 	 0 	 0 	 1 	 1
264 	 Defendi, há pouco, que a PEC que trata da imunidade parlamentar precisa ser melhor debatida nos foros regimentais adequados, como a Comissão de Constituição e Justiça e Comissão Especial. Sou contra a votação no dia de hoje. Não queremos que ela fortaleça a impunidade no país! https://t.co/Ey0TqBfd5K 	 @marcelvanhattem A maioria dos "nossos" deputados federais só representam a si mesmos.  É nojenta essa ideia de aumentar a impunidade, disfarçada de imunidade.  Socorro! Ah! Havia esquecido...não temos a quem pedir socorro. 	 0 	 0 	 0 	 1
265 	 Defendi, há pouco, que a PEC que trata da imunidade parlamentar precisa ser melhor debatida nos foros regimentais adequados, como a Comissão de Constituição e Justiça e Comissão Especial. Sou contra a votação no dia de hoje. Não queremos que ela fortaleça a impunidade no país! https://t.co/Ey0TqBfd5K 	 @marcelvanhattem Espero realmente que algo seja feito  podemos discordar é concordar sobre inúmeras coisas, inclusive sobre o STF etc, mas essa PEC que eles alegam que é para defender o político do STF tbm blinda os corruptos, a qual preço iremos vender o Brasil para salvar o rabo desses sarados? 	 0 	 0 	 0 	 1
266 	 A privatização tanto dos Correios como de outras estatais do país vai gerar concorrência e livre mercado. Isso ajuda as empresas a aprimorarem seus serviços e faz com que o consumidor final pague menos por um serviço mais eficiente. É bom para todos nós, consumidores brasileiros! https://t.co/nKWZj60K0V 	 @marcelvanhattem Nada melhora pro povo já que não há instituições neste país apodreceu tdo e fede faz tempo, mas pelo menos é uma dívida a menos nas costas dos pagadores de impostos, mais conhecidos pela elite como trouxas 	 0 	 0 	 0 	 0
267 	 A privatização tanto dos Correios como de outras estatais do país vai gerar concorrência e livre mercado. Isso ajuda as empresas a aprimorarem seus serviços e faz com que o consumidor final pague menos por um serviço mais eficiente. É bom para todos nós, consumidores brasileiros! https://t.co/nKWZj60K0V 	 @marcelvanhattem Eu vejo as privatizações como melhoria no atendimento... tão somente... Vender ilusões não é nada legal. Ah.. promove concorrência e gera empregos. Isso é outro fator importantíssimo que não pode deixar passar. TÃO SOMENTE. 	 0 	 1 	 0 	 0
268 	 A privatização tanto dos Correios como de outras estatais do país vai gerar concorrência e livre mercado. Isso ajuda as empresas a aprimorarem seus serviços e faz com que o consumidor final pague menos por um serviço mais eficiente. É bom para todos nós, consumidores brasileiros! https://t.co/nKWZj60K0V 	 @marcelvanhattem Deputado.  Eles privatizaram nossa telefonia, com esse mesmo papinho ai: "aprimorar os serviços e o consumidor pagar menos por um serviço mais eficiente".  A realidade é que temos um serviço DE PÉSSIMA QUALIDADE. A um preço ABSURDO!  Até quando vocês vão mentir assim? 	 0 	 1 	 1 	 0
269 	 A privatização tanto dos Correios como de outras estatais do país vai gerar concorrência e livre mercado. Isso ajuda as empresas a aprimorarem seus serviços e faz com que o consumidor final pague menos por um serviço mais eficiente. É bom para todos nós, consumidores brasileiros! https://t.co/nKWZj60K0V 	 @marcelvanhattem Esse é a teoria, @marcelvanhattem. Na vida real, na prática brasileira, vendem água mineral a 30 reais, quando tem desastre natural... Privatizem mesmo! Abram o mercado sim! Quebrem os monopólios!  Mas, acima de tudo, FISCALIZEM os espertinhos, senão eles deitam e rolam! 	 0 	 1 	 1 	 0
270 	 A privatização tanto dos Correios como de outras estatais do país vai gerar concorrência e livre mercado. Isso ajuda as empresas a aprimorarem seus serviços e faz com que o consumidor final pague menos por um serviço mais eficiente. É bom para todos nós, consumidores brasileiros! https://t.co/nKWZj60K0V 	 @marcelvanhattem Creio que a sua equipe ou de outro deputado do @novonacamara já conseguiu ler as MPs da desestatização da Eletrobrás e Correios encaminhadas pelo Executivo. Sendo assim, houve a conclusão da seriedade dos projetos? Ou foi uma tática apenas para acalmar o mercado? 	 0 	 0 	 0 	 1
271 	 Para a Coronavac tudo, para a Sputinik, nada! A Sputinik tem eficácia de 96,1%. 1 milhão de russos e 400 mil argentinos já foram vacinados com ela! México Paraguai, Venezuela,Bolívia Hungria, e Emirados Árabes tb a usam. O que está por trás dessa burocracia???! https://t.co/58NxeZ6Pcj 	 @marcofeliciano CARA,TENHA VERGONHA DE FAZER ESSE PAPEL VACINA É VACINA E PONTO/VACINA  CHINESA,RUSSIA,AMERICANA TUDO É VACINA//A CORONAVAC JA FOI LIBERADA A SPUTINIK TEM QUE SEGUIR O MESMO CRITÉRIO// VC FALA DE DEUS,PORÉM VC TRABALHA PARA O DIABO// PARA DE SER GENOCIDA/PARA DE TRAZER DISCORDIA 	 0 	 1 	 1 	 1
272 	 Para a Coronavac tudo, para a Sputinik, nada! A Sputinik tem eficácia de 96,1%. 1 milhão de russos e 400 mil argentinos já foram vacinados com ela! México Paraguai, Venezuela,Bolívia Hungria, e Emirados Árabes tb a usam. O que está por trás dessa burocracia???! https://t.co/58NxeZ6Pcj 	 @marcofeliciano Tem competência e responsabilidade. A Anvisa não pode autorizar uma vacina sem receber a documentação/dados dos estudos da terceira fase. Cobre da União química os documentos faltantes e depois venha cobrar da Anvisa. 	 0 	 0 	 0 	 1
273 	 Para a Coronavac tudo, para a Sputinik, nada! A Sputinik tem eficácia de 96,1%. 1 milhão de russos e 400 mil argentinos já foram vacinados com ela! México Paraguai, Venezuela,Bolívia Hungria, e Emirados Árabes tb a usam. O que está por trás dessa burocracia???! https://t.co/58NxeZ6Pcj 	 @marcofeliciano Mandou muito mal prezado. Reveja sua coerência. Não somos cobaias. Se os congressistas estão reclamando das exigências normais de segurança para uma vacina, ofereçam-se como cobaias. Simples. Queimem etapas e assumam o risco!!! 	 0 	 0 	 1 	 0
274 	 Para a Coronavac tudo, para a Sputinik, nada! A Sputinik tem eficácia de 96,1%. 1 milhão de russos e 400 mil argentinos já foram vacinados com ela! México Paraguai, Venezuela,Bolívia Hungria, e Emirados Árabes tb a usam. O que está por trás dessa burocracia???! https://t.co/58NxeZ6Pcj 	 @marcofeliciano Vocês tem problema?! Ainda insistindo. Vacinas feitas nas coxas e provenientes de ditaduras?! Quando voltaremos às vida normal depois desses venenos que vocês estão promovendo?! Essa é a pergunta a ser respondida! Qual delas será o resgate? Quando as aulas voltam e máscaras caem? 	 0 	 0 	 0 	 1
275 	 Para a Coronavac tudo, para a Sputinik, nada! A Sputinik tem eficácia de 96,1%. 1 milhão de russos e 400 mil argentinos já foram vacinados com ela! México Paraguai, Venezuela,Bolívia Hungria, e Emirados Árabes tb a usam. O que está por trás dessa burocracia???! https://t.co/58NxeZ6Pcj 	 @marcofeliciano Marco, dessa vez vc se equivocou. Observe q as vacinas Coronavac e AstraZeneca liberadas em modo emergencial levaram mais do q 5 dias. O laboratório entrou c o pedido e em 5 dias tem q aprovar senão tá valendo? E se faltarem informações? Tem q vetar mesmo. Pres Anvisa tem razão. 	 0 	 0 	 1 	 1
276 	 A Constituição só autoriza prisão de parlamentar em flagrante. E o ministro Alexandre de Moraes expediu mandado de prisão contra o Dep. Daniel Silveira por ele criticar o STF. Ou o ministro é vidente ou a prisão é ilegal. Pois como ter mandado de uma prisão em flagrante? 	 @marcofeliciano As melhores análises são sempre do O Antagonista, por isso que os passa pano lhes odeiam e lhes atacam, por que fazem análises em cima dos fatos, não por conveniência política, igual fazem os puxa saco do Bolsonaro! Isso sim é jornalismo sério e imparcial https://t.co/tl5bHKMRZG 	 0 	 0 	 0 	 1
277 	 A Constituição só autoriza prisão de parlamentar em flagrante. E o ministro Alexandre de Moraes expediu mandado de prisão contra o Dep. Daniel Silveira por ele criticar o STF. Ou o ministro é vidente ou a prisão é ilegal. Pois como ter mandado de uma prisão em flagrante? 	 @marcofeliciano Art. 26 - Caluniar ou difamar o Presidente da República, o do Senado Federal, o da Câmara dos Deputados ou o do Supremo Tribunal Federal, imputando-lhes fato definido como crime ou fato ofensivo à reputação. Pena: reclusão, de 1 a 4 anos. https://t.co/8FpSxNhSUb 	 0 	 0 	 0 	 1
278 	 A Constituição só autoriza prisão de parlamentar em flagrante. E o ministro Alexandre de Moraes expediu mandado de prisão contra o Dep. Daniel Silveira por ele criticar o STF. Ou o ministro é vidente ou a prisão é ilegal. Pois como ter mandado de uma prisão em flagrante? 	 @marcofeliciano A prisão é ilegal já no momento que ele usa um inquérito que serve pra tudo, sem requerimento da polícia ou do MP o resto só invalida ainda mais a prisão, o que esse ministro fez é caso de impeachment e prisão 	 0 	 0 	 0 	 1
279 	 A Constituição só autoriza prisão de parlamentar em flagrante. E o ministro Alexandre de Moraes expediu mandado de prisão contra o Dep. Daniel Silveira por ele criticar o STF. Ou o ministro é vidente ou a prisão é ilegal. Pois como ter mandado de uma prisão em flagrante? 	 @marcofeliciano Eu acho que o Deputado tem imunidade da palavra. Se o que ele diz ferir decoro, os demais Deputados que decidem cassa-lo. Aqui em baixo no 3 Estado parece que o judiciário cometeu ato ilegal contra CF. Os ofendidos que o processem na justiça. Prisão acho arbitrária. 	 0 	 0 	 1 	 1
280 	 A Constituição só autoriza prisão de parlamentar em flagrante. E o ministro Alexandre de Moraes expediu mandado de prisão contra o Dep. Daniel Silveira por ele criticar o STF. Ou o ministro é vidente ou a prisão é ilegal. Pois como ter mandado de uma prisão em flagrante? 	 @marcofeliciano O sr só pode estar falando d 1 outro Brasil, onde as leis  funcionam, em q existe constante defesa ds direitos às liberdades individuais e d expressão. Ñ há novidades n está acontecendo, os senhores aceitaram tudo. Os iluminados editores da sociedade estão trabalhando é isso. 	 0 	 0 	 0 	 1
281 	 Aqui a entrevista na íntegra que concedi à Rádio Gaúcha. Falei sobre a importância de o Congresso abrir uma CPI neste momento para investigar as irregularidades cometidas no enfrentamento à pandemia. https://t.co/5tKokAWfpj 	 @RodrigoMaia Gostei da entrevista, das justificativas para não aceitar o impeachment. Gostei principalmente da resposta a pergunta final. O Brasil estaria bem mais tranquilo se tivessem pessoas civilizadas em todos os poderes. Haveria diálogo. 	 0 	 0 	 1 	 1
282 	 Aqui a entrevista na íntegra que concedi à Rádio Gaúcha. Falei sobre a importância de o Congresso abrir uma CPI neste momento para investigar as irregularidades cometidas no enfrentamento à pandemia. https://t.co/5tKokAWfpj 	 @RodrigoMaia Você, na época de presidente  da câmara deveria ter pego um megafone para esclarecer que, à época, não havia votos para um impeachment e, caso fosse em frente, o presidente sairia fortalecido. Agora, é tarde, mas eu reconheço seu trabalho na reforma e no valor do auxílio . 	 0 	 0 	 0 	 0
283 	 Aqui a entrevista na íntegra que concedi à Rádio Gaúcha. Falei sobre a importância de o Congresso abrir uma CPI neste momento para investigar as irregularidades cometidas no enfrentamento à pandemia. https://t.co/5tKokAWfpj 	 @RodrigoMaia Rádio gaúcha, você foi o maior atraso desse país, nem partido apoiou você, vá ao terça livre, ao opinião no ar para dar entrevisto ao pingo nos is quero ver se tem coragem porque caráter você não tem 	 0 	 0 	 1 	 0
